,compound,neutral,negative,positive
7026,-0.4389,0.874,0.073,0.053
7027,-0.985,0.792,0.208,0.0
7028,0.9141,0.775,0.071,0.154
7029,0.9954,0.81,0.025,0.165
7030,-0.7783,0.872,0.128,0.0
7031,-0.2422,0.931,0.04,0.03
7032,0.9762,0.814,0.066,0.12
7033,0.8837,0.813,0.067,0.12
7034,-0.7783,0.83,0.17,0.0
7035,-0.4939,0.9,0.066,0.034
7036,-0.836,0.784,0.126,0.09
7037,-0.6808,0.866,0.082,0.051
7038,-0.8555,0.937,0.041,0.022
7039,-0.5106,0.859,0.093,0.048
7040,0.9768,0.841,0.069,0.09
7041,0.9138,0.863,0.063,0.074
7042,-0.4228,0.806,0.134,0.061
7043,-0.1901,0.862,0.082,0.056
7044,0.2766,0.844,0.076,0.081
7045,-0.9653,0.857,0.078,0.066
7046,-0.9844,0.859,0.12,0.021
7047,-0.7579,0.849,0.131,0.019
7048,-0.8625,0.777,0.187,0.036
7049,0.4019,0.82,0.082,0.098
7050,-0.4019,0.87,0.077,0.053
7051,-0.7783,0.83,0.17,0.0
7052,0.186,0.808,0.097,0.095
7053,0.4329,0.87,0.068,0.062
7054,0.8007,0.842,0.054,0.104
7055,-0.6369,0.836,0.117,0.048
7056,0.89,0.862,0.039,0.099
7057,-0.6124,0.865,0.094,0.041
7058,-0.9029,0.835,0.117,0.048
7059,0.9744,0.84,0.038,0.122
7060,0.985,0.839,0.054,0.107
7061,0.8834,0.831,0.051,0.118
7062,0.5719,0.845,0.071,0.084
7063,0.7762,0.846,0.067,0.087
7064,0.8083,0.883,0.04,0.077
7065,0.6059,0.868,0.049,0.083
7066,0.2006,0.848,0.077,0.075
7067,-0.7579,0.837,0.142,0.021
7068,0.891,0.716,0.089,0.196
7069,-0.0828,0.839,0.087,0.074
7070,-0.8591,0.835,0.128,0.037
7071,0.9624,0.847,0.067,0.086
7072,0.9992,0.796,0.084,0.119
7073,0.8271,0.786,0.074,0.139
7074,-0.7783,0.823,0.177,0.0
7075,0.875,0.808,0.059,0.133
7076,-0.6087,0.827,0.103,0.07
7077,-0.5719,0.856,0.09,0.054
7078,0.6597,0.849,0.058,0.093
7079,-0.1885,0.888,0.062,0.05
7080,-0.8947,0.839,0.107,0.055
7081,-0.87,0.818,0.146,0.036
7082,0.9088,0.828,0.05,0.121
7083,0.9979,0.828,0.068,0.104
7084,-0.9994,0.767,0.156,0.076
7085,-0.0772,0.819,0.097,0.083
7086,0.9912,0.809,0.069,0.122
7087,-0.5729,0.769,0.13,0.101
7088,0.9974,0.817,0.072,0.112
7089,-0.4588,0.82,0.116,0.063
7090,0.9953,0.815,0.074,0.111
7091,0.9875,0.794,0.072,0.134
7092,0.9875,0.796,0.071,0.133
7093,-0.8338,0.774,0.147,0.079
7094,0.9952,0.814,0.074,0.111
7095,0.9849,0.787,0.097,0.115
7096,0.9997,0.826,0.054,0.12
7097,0.3182,0.822,0.082,0.096
7098,-0.8658,0.84,0.125,0.035
7099,0.9952,0.803,0.066,0.131
7100,0.2206,0.774,0.125,0.101
7101,0.9412,0.805,0.05,0.145
7102,-0.8689,0.817,0.114,0.069
7103,0.8725,0.897,0.04,0.063
7104,0.976,0.806,0.063,0.131
7105,-0.5106,0.84,0.106,0.054
7106,-0.8847,0.81,0.156,0.035
7107,-0.9661,0.857,0.084,0.059
7108,0.9826,0.785,0.038,0.177
7109,-0.6705,0.87,0.103,0.027
7110,-0.5423,0.857,0.098,0.045
7111,-0.7203,0.773,0.17,0.057
7112,-0.5994,0.851,0.096,0.053
7113,-0.7059,0.892,0.086,0.022
7114,0.9967,0.859,0.055,0.086
7115,-0.5994,0.908,0.059,0.033
7116,-0.9268,0.777,0.127,0.096
7117,0.5994,0.848,0.065,0.087
7118,-0.9409,0.76,0.142,0.098
7119,0.8271,0.809,0.061,0.129
7120,-0.8834,0.827,0.095,0.078
7121,-0.5994,0.832,0.126,0.042
7122,-0.7783,0.827,0.173,0.0
7123,-0.3018,0.77,0.14,0.09
7124,-0.7184,0.836,0.136,0.028
7125,0.8862,0.812,0.059,0.129
7126,-0.7783,0.848,0.152,0.0
7127,-0.3595,0.833,0.099,0.068
7128,0.1943,0.835,0.081,0.084
7129,-0.2732,0.928,0.041,0.031
7130,0.9769,0.73,0.116,0.154
7131,-0.4019,0.858,0.084,0.058
7132,0.3832,0.782,0.111,0.107
7133,0.9991,0.774,0.057,0.169
7134,0.8979,0.898,0.031,0.07
7135,-0.9911,0.699,0.265,0.036
7136,-0.6597,0.831,0.133,0.036
7137,0.0,0.81,0.095,0.095
7138,0.2869,0.834,0.074,0.092
7139,-0.9652,0.807,0.154,0.039
7140,-0.7783,0.874,0.126,0.0
7141,0.3182,0.846,0.068,0.086
7142,-0.7717,0.874,0.104,0.022
7143,-0.9451,0.836,0.141,0.023
7144,-0.6688,0.834,0.113,0.052
7145,-0.34,0.825,0.108,0.067
7146,0.6697,0.842,0.058,0.101
7147,-0.1779,0.853,0.08,0.067
7148,-0.9169,0.846,0.113,0.041
7149,-0.3818,0.864,0.077,0.059
7150,-0.9349,0.845,0.132,0.023
7151,-0.6597,0.843,0.124,0.034
7152,-0.5994,0.778,0.167,0.055
7153,-0.5719,0.891,0.075,0.035
7154,-0.7783,0.853,0.147,0.0
7155,-0.5715,0.826,0.097,0.077
7156,-0.7717,0.82,0.16,0.02
7157,-0.7783,0.845,0.155,0.0
7158,-0.5883,0.877,0.073,0.05
7159,-0.7783,0.87,0.13,0.0
7160,-0.4215,0.831,0.108,0.061
7161,-0.9224,0.885,0.075,0.041
7162,-0.8346,0.834,0.089,0.077
7163,-0.7783,0.823,0.177,0.0
7164,-0.9998,0.814,0.135,0.052
7165,-0.8465,0.788,0.161,0.051
7166,-0.6705,0.896,0.082,0.021
7167,-0.768,0.756,0.147,0.097
7168,0.6478,0.733,0.12,0.147
7169,0.4927,0.879,0.057,0.063
7170,-0.7013,0.869,0.103,0.028
7171,-0.755,0.865,0.11,0.026
7172,0.2732,0.846,0.077,0.077
7173,0.296,0.845,0.08,0.075
7174,-0.6369,0.822,0.112,0.067
7175,-0.3612,0.861,0.087,0.052
7176,-0.875,0.806,0.194,0.0
7177,-0.8316,0.852,0.099,0.049
7178,-0.7456,0.794,0.16,0.046
7179,0.3624,0.871,0.054,0.075
7180,-0.9939,0.777,0.131,0.092
7181,0.34,0.85,0.066,0.084
7182,0.922,0.843,0.042,0.115
7183,0.9486,0.813,0.06,0.127
7184,0.9751,0.763,0.069,0.167
7185,-0.7783,0.82,0.18,0.0
7186,-0.7783,0.853,0.147,0.0
7187,0.997,0.803,0.042,0.155
7188,-0.6369,0.824,0.125,0.051
7189,-0.783,0.869,0.094,0.037
7190,-0.9563,0.843,0.131,0.026
7191,0.8656,0.818,0.062,0.12
7192,-0.2895,0.789,0.119,0.092
7193,0.2732,0.798,0.09,0.112
7194,0.9991,0.82,0.075,0.105
7195,0.8964,0.815,0.059,0.126
7196,-0.9726,0.858,0.106,0.035
7197,-0.8299,0.891,0.109,0.0
7198,-0.7003,0.83,0.122,0.048
7199,0.9991,0.82,0.075,0.105
7200,0.9694,0.803,0.044,0.152
7201,0.9797,0.807,0.037,0.155
7202,-0.7783,0.855,0.145,0.0
7203,-0.2263,0.865,0.075,0.059
7204,-0.6124,0.828,0.117,0.055
7205,-0.1779,0.866,0.075,0.059
7206,0.9667,0.808,0.051,0.14
7207,-0.6553,0.797,0.155,0.047
7208,-0.7783,0.83,0.17,0.0
7209,-0.6322,0.857,0.097,0.046
7210,-0.25,0.808,0.103,0.089
7211,-0.7704,0.828,0.101,0.071
7212,-0.9601,0.802,0.18,0.018
7213,-0.7783,0.862,0.138,0.0
7214,-0.1779,0.852,0.077,0.071
7215,-0.7783,0.839,0.161,0.0
7216,0.6808,0.792,0.089,0.119
7217,-0.7783,0.823,0.177,0.0
7218,-0.6486,0.806,0.151,0.043
7219,0.9585,0.84,0.069,0.091
7220,-0.7783,0.85,0.15,0.0
7221,-0.6808,0.788,0.169,0.042
7222,-0.7579,0.852,0.129,0.019
7223,0.8555,0.733,0.108,0.159
7224,-0.6343,0.884,0.081,0.035
7225,0.4588,0.788,0.095,0.117
7226,-0.3818,0.905,0.059,0.035
7227,-0.5204,0.869,0.086,0.045
7228,0.7536,0.86,0.063,0.076
7229,-0.8638,0.918,0.082,0.0
7230,0.5719,0.847,0.063,0.09
7231,-0.9709,0.849,0.151,0.0
7232,0.9913,0.833,0.047,0.119
7233,-0.7783,0.836,0.164,0.0
7234,-0.8313,0.851,0.125,0.024
7235,0.9664,0.791,0.048,0.161
7236,-0.3818,0.766,0.138,0.097
7237,0.8126,0.763,0.077,0.16
7238,-0.9979,0.704,0.269,0.026
7239,-0.6705,0.907,0.074,0.019
7240,-0.4497,0.889,0.067,0.044
7241,-0.9091,0.869,0.09,0.042
7242,-0.8779,0.895,0.083,0.021
7243,-0.634,0.903,0.075,0.022
7244,0.9123,0.81,0.055,0.135
7245,-0.4588,0.87,0.084,0.046
7246,-0.634,0.842,0.122,0.036
7247,-0.3612,0.651,0.195,0.154
7248,0.3182,0.882,0.055,0.063
7249,-0.6045,0.875,0.06,0.065
7250,-0.5106,0.828,0.114,0.058
7251,-0.6573,0.795,0.123,0.082
7252,0.9477,0.807,0.05,0.143
7253,-0.7783,0.82,0.18,0.0
7254,-0.7476,0.842,0.114,0.044
7255,-0.9201,0.819,0.136,0.045
7256,0.988,0.851,0.045,0.105
7257,-0.7955,0.837,0.143,0.02
7258,-0.34,0.822,0.103,0.075
7259,-0.6705,0.866,0.106,0.028
7260,-0.7783,0.848,0.152,0.0
7261,0.9578,0.765,0.091,0.143
7262,-0.7003,0.81,0.155,0.035
7263,-0.4329,0.866,0.084,0.051
7264,0.926,0.87,0.033,0.097
7265,-0.9468,0.855,0.112,0.033
7266,0.3182,0.828,0.08,0.092
7267,-0.3612,0.85,0.094,0.056
7268,0.4939,0.794,0.087,0.119
7269,0.7959,0.831,0.058,0.111
7270,-0.9982,0.818,0.104,0.079
7271,0.9899,0.767,0.063,0.169
7272,0.9085,0.857,0.049,0.094
7273,-0.6705,0.865,0.107,0.028
7274,0.9946,0.762,0.055,0.183
7275,-0.4939,0.869,0.086,0.045
7276,-0.7579,0.835,0.144,0.021
7277,-0.3695,0.925,0.041,0.034
7278,0.9958,0.806,0.047,0.147
7279,0.9953,0.804,0.049,0.146
7280,-0.6381,0.91,0.068,0.022
7281,-0.9546,0.873,0.098,0.029
7282,-0.7783,0.836,0.164,0.0
7283,-0.7962,0.817,0.183,0.0
7284,0.1027,0.802,0.105,0.094
7285,0.8885,0.827,0.056,0.116
7286,-0.7783,0.85,0.15,0.0
7287,0.875,0.877,0.046,0.077
7288,-0.5417,0.871,0.089,0.04
7289,-0.7783,0.83,0.17,0.0
7290,0.7952,0.834,0.081,0.084
7291,0.6486,0.876,0.058,0.066
7292,-0.6652,0.905,0.069,0.026
7293,-0.3716,0.897,0.053,0.05
7294,-0.6486,0.809,0.148,0.042
7295,-0.7506,0.883,0.063,0.053
7296,-0.6705,0.856,0.114,0.03
7297,-0.9155,0.811,0.106,0.083
7298,-0.0018,0.869,0.07,0.062
7299,0.8881,0.793,0.09,0.117
7300,0.4039,0.864,0.066,0.071
7301,0.7059,0.89,0.041,0.069
7302,-0.9962,0.751,0.143,0.106
7303,0.9595,0.801,0.058,0.141
7304,0.6249,0.786,0.096,0.118
7305,-0.7783,0.855,0.145,0.0
7306,-0.7998,0.855,0.145,0.0
7307,-0.34,0.885,0.071,0.044
7308,-0.9253,0.831,0.087,0.083
7309,-0.7783,0.83,0.17,0.0
7310,-0.9959,0.746,0.146,0.108
7311,-0.7783,0.848,0.152,0.0
7312,-0.5267,0.898,0.074,0.029
7313,-0.0772,0.79,0.107,0.103
7314,-0.8402,0.788,0.212,0.0
7315,0.922,0.845,0.044,0.111
7316,-0.9717,0.78,0.163,0.058
7317,0.9649,0.811,0.055,0.134
7318,-0.7998,0.843,0.157,0.0
7319,-0.6908,0.821,0.144,0.034
7320,-0.3818,0.786,0.126,0.089
7321,0.8118,0.809,0.087,0.105
7322,0.5527,0.8,0.082,0.117
7323,-0.7783,0.839,0.161,0.0
7324,-0.7579,0.829,0.149,0.022
7325,0.9752,0.786,0.058,0.156
7326,-0.6705,0.873,0.101,0.026
7327,-0.4588,0.863,0.088,0.048
7328,0.9894,0.832,0.056,0.111
7329,-0.5267,0.917,0.06,0.023
7330,0.8263,0.85,0.054,0.095
7331,0.9893,0.716,0.041,0.243
7332,-0.3818,0.817,0.124,0.059
7333,-0.6542,0.824,0.102,0.075
7334,-0.8541,0.91,0.058,0.033
7335,0.755,0.825,0.073,0.101
7336,-0.9667,0.895,0.076,0.029
7337,-0.9078,0.833,0.119,0.047
7338,-0.9918,0.766,0.123,0.111
7339,-0.6124,0.805,0.136,0.059
7340,-0.6369,0.864,0.096,0.039
7341,0.7506,0.853,0.05,0.097
7342,-0.3818,0.859,0.089,0.053
7343,-0.7998,0.857,0.143,0.0
7344,0.9982,0.675,0.088,0.237
7345,0.7622,0.858,0.056,0.086
7346,-0.9153,0.907,0.068,0.025
7347,0.6597,0.807,0.079,0.114
7348,-0.7783,0.836,0.164,0.0
7349,0.8977,0.838,0.049,0.113
7350,-0.9974,0.906,0.074,0.02
7351,-0.7783,0.868,0.132,0.0
7352,-0.7998,0.873,0.127,0.0
7353,-0.7783,0.855,0.145,0.0
7354,0.9799,0.781,0.073,0.146
7355,0.0772,0.747,0.132,0.121
7356,0.9564,0.713,0.125,0.162
7357,-0.9409,0.836,0.103,0.061
7358,-0.9756,0.787,0.114,0.099
7359,-0.7783,0.842,0.158,0.0
7360,-0.1779,0.844,0.086,0.07
7361,0.9247,0.723,0.113,0.164
7362,0.9766,0.9,0.035,0.065
7363,-0.6124,0.863,0.104,0.033
7364,-0.6486,0.848,0.118,0.034
7365,0.9441,0.843,0.037,0.12
7366,-0.264,0.822,0.1,0.078
7367,-0.4404,0.913,0.056,0.031
7368,0.8708,0.851,0.046,0.103
7369,0.9859,0.85,0.051,0.099
7370,0.9859,0.793,0.078,0.129
7371,-0.7112,0.821,0.091,0.088
7372,-0.4215,0.825,0.112,0.063
7373,-0.9693,0.854,0.081,0.065
7374,0.9851,0.796,0.078,0.126
7375,-0.9743,0.854,0.083,0.063
7376,0.9668,0.826,0.071,0.103
7377,0.9983,0.845,0.036,0.119
7378,-0.7783,0.866,0.134,0.0
7379,0.2732,0.834,0.082,0.083
7380,-0.2316,0.887,0.062,0.051
7381,-0.6705,0.934,0.052,0.014
7382,0.3254,0.889,0.049,0.062
7383,-0.7783,0.823,0.177,0.0
7384,0.8702,0.765,0.098,0.137
7385,-0.5106,0.829,0.113,0.058
7386,0.9916,0.786,0.062,0.151
7387,-0.6709,0.868,0.083,0.049
7388,0.9962,0.83,0.03,0.141
7389,-0.7783,0.82,0.18,0.0
7390,-0.7339,0.853,0.119,0.028
7391,-0.2714,0.841,0.09,0.069
7392,-0.7579,0.842,0.137,0.02
7393,-0.8946,0.858,0.087,0.055
7394,0.6249,0.787,0.086,0.127
7395,0.7463,0.886,0.045,0.069
7396,-0.7096,0.821,0.147,0.032
7397,0.9968,0.772,0.035,0.193
7398,-0.886,0.819,0.181,0.0
7399,0.9153,0.82,0.059,0.121
7400,-0.7783,0.845,0.155,0.0
7401,0.9972,0.791,0.046,0.163
7402,0.9953,0.812,0.062,0.127
7403,-0.6486,0.821,0.139,0.039
7404,-0.9524,0.74,0.153,0.107
7405,0.2792,0.778,0.114,0.108
7406,0.9935,0.81,0.069,0.121
7407,0.34,0.827,0.08,0.093
7408,-0.7059,0.863,0.11,0.028
7409,0.994,0.807,0.07,0.123
7410,0.992,0.758,0.047,0.195
7411,-0.7783,0.82,0.18,0.0
7412,-0.5579,0.86,0.088,0.052
7413,0.995,0.823,0.044,0.133
7414,-0.2714,0.786,0.121,0.093
7415,0.9702,0.815,0.055,0.13
7416,-0.7269,0.857,0.079,0.064
7417,-0.4767,0.825,0.123,0.052
7418,-0.4588,0.861,0.09,0.049
7419,-0.8797,0.919,0.06,0.021
7420,-0.874,0.916,0.057,0.027
7421,-0.7783,0.823,0.177,0.0
7422,0.9713,0.751,0.117,0.132
7423,-0.9522,0.899,0.068,0.034
7424,-0.9941,0.828,0.127,0.046
7425,-0.7579,0.826,0.151,0.022
7426,-0.128,0.841,0.087,0.072
7427,0.981,0.815,0.044,0.141
7428,-0.5267,0.848,0.09,0.062
7429,0.3736,0.815,0.088,0.097
7430,0.3421,0.818,0.083,0.1
7431,0.6715,0.833,0.072,0.096
7432,-0.8834,0.793,0.207,0.0
7433,0.7399,0.826,0.072,0.102
7434,-0.594,0.884,0.079,0.037
7435,0.9552,0.851,0.034,0.116
7436,-0.9867,0.744,0.131,0.125
7437,-0.9941,0.778,0.135,0.087
7438,-0.9872,0.754,0.127,0.119
7439,-0.0352,0.793,0.104,0.103
7440,-0.4404,0.78,0.132,0.088
7441,-0.6669,0.881,0.078,0.041
7442,-0.6178,0.816,0.095,0.088
7443,-0.7783,0.836,0.164,0.0
7444,0.4779,0.849,0.072,0.078
7445,-0.9274,0.784,0.216,0.0
7446,-0.1531,0.864,0.076,0.059
7447,-0.5245,0.838,0.087,0.075
7448,-0.7059,0.848,0.121,0.03
7449,-0.1779,0.806,0.114,0.079
7450,-0.7783,0.839,0.161,0.0
7451,-0.4329,0.869,0.076,0.054
7452,0.9262,0.815,0.09,0.095
7453,-0.7783,0.853,0.147,0.0
7454,0.9913,0.824,0.069,0.106
7455,0.5719,0.83,0.067,0.103
7456,0.9871,0.82,0.076,0.105
7457,0.9898,0.825,0.071,0.105
7458,0.9966,0.831,0.056,0.112
7459,-0.9992,0.778,0.148,0.074
7460,-0.7783,0.848,0.152,0.0
7461,-0.9814,0.839,0.161,0.0
7462,0.1531,0.885,0.056,0.059
7463,0.8925,0.831,0.065,0.104
7464,-0.9274,0.939,0.061,0.0
7465,-0.7783,0.845,0.155,0.0
7466,-0.926,0.887,0.113,0.0
7467,-0.4939,0.909,0.06,0.031
7468,-0.7783,0.842,0.158,0.0
7469,-0.7783,0.823,0.177,0.0
7470,-0.9236,0.88,0.095,0.025
7471,0.4137,0.865,0.061,0.074
7472,-0.6486,0.796,0.159,0.045
7473,-0.6705,0.886,0.091,0.024
7474,-0.7783,0.839,0.161,0.0
7475,-0.948,0.872,0.096,0.032
7476,0.6696,0.869,0.052,0.079
7477,0.9386,0.876,0.033,0.091
7478,-0.9962,0.804,0.134,0.062
7479,0.5913,0.844,0.064,0.092
7480,-0.2263,0.863,0.077,0.06
7481,-0.8299,0.881,0.119,0.0
7482,-0.5994,0.816,0.138,0.046
7483,-0.8422,0.849,0.124,0.027
7484,-0.6249,0.841,0.112,0.047
7485,-0.765,0.85,0.102,0.048
7486,0.4497,0.849,0.059,0.092
7487,-0.8458,0.84,0.128,0.032
7488,-0.8876,0.839,0.161,0.0
7489,-0.8467,0.856,0.123,0.021
7490,-0.8467,0.852,0.126,0.022
7491,-0.7783,0.882,0.118,0.0
7492,0.7399,0.817,0.077,0.107
7493,0.9774,0.858,0.06,0.082
7494,-0.979,0.833,0.167,0.0
7495,-0.5803,0.861,0.092,0.047
7496,-0.6072,0.8,0.128,0.072
7497,-0.4939,0.767,0.153,0.08
7498,0.7521,0.782,0.103,0.115
7499,-0.8402,0.825,0.14,0.035
7500,0.5605,0.869,0.069,0.062
7501,-0.9325,0.833,0.13,0.036
7502,-0.9768,0.781,0.111,0.108
7503,-0.9972,0.784,0.113,0.103
7504,-0.2387,0.859,0.084,0.058
7505,-0.1531,0.758,0.142,0.1
7506,-0.6908,0.86,0.113,0.027
7507,0.9932,0.822,0.032,0.147
7508,0.3612,0.862,0.055,0.083
7509,-0.5574,0.774,0.166,0.06
7510,-0.7783,0.836,0.164,0.0
7511,-0.3751,0.96,0.027,0.013
7512,0.969,0.792,0.054,0.154
7513,-0.4497,0.861,0.083,0.055
7514,-0.8316,0.863,0.137,0.0
7515,-0.3182,0.857,0.082,0.061
7516,0.9699,0.782,0.049,0.169
7517,0.9733,0.811,0.048,0.141
7518,-0.2462,0.846,0.086,0.068
7519,-0.6275,0.813,0.143,0.044
7520,-0.7783,0.85,0.15,0.0
7521,-0.5905,0.924,0.047,0.029
7522,-0.6486,0.813,0.146,0.041
7523,-0.2481,0.879,0.068,0.053
7524,0.0,0.877,0.062,0.062
7525,0.9955,0.771,0.061,0.168
7526,0.4019,0.853,0.071,0.076
7527,0.3859,0.87,0.071,0.059
7528,0.9771,0.76,0.064,0.176
7529,0.9832,0.788,0.094,0.118
7530,-0.7783,0.87,0.13,0.0
7531,0.7269,0.793,0.084,0.123
7532,-0.2444,0.818,0.101,0.081
7533,0.9939,0.786,0.064,0.15
7534,-0.5093,0.85,0.098,0.052
7535,-0.7783,0.845,0.155,0.0
7536,0.4939,0.837,0.072,0.09
7537,0.1007,0.855,0.067,0.078
7538,-0.8045,0.846,0.088,0.065
7539,-0.891,0.871,0.129,0.0
7540,-0.998,0.869,0.09,0.041
7541,-0.5859,0.81,0.143,0.047
7542,-0.9656,0.849,0.084,0.066
7543,-0.3182,0.834,0.099,0.067
7544,0.8153,0.851,0.073,0.077
7545,-0.7783,0.839,0.161,0.0
7546,0.9973,0.752,0.102,0.147
7547,0.2238,0.815,0.093,0.092
7548,-0.4215,0.805,0.124,0.071
7549,0.2144,0.82,0.078,0.103
7550,-0.3612,0.86,0.081,0.058
7551,-0.7783,0.91,0.09,0.0
7552,-0.7042,0.8,0.158,0.042
7553,0.9238,0.819,0.069,0.112
7554,-0.1027,0.835,0.087,0.078
7555,-0.7003,0.821,0.106,0.073
7556,0.9946,0.765,0.051,0.184
7557,-0.5574,0.828,0.098,0.074
7558,0.9976,0.855,0.056,0.089
7559,0.9988,0.858,0.051,0.091
7560,-0.2479,0.738,0.159,0.103
7561,-0.978,0.805,0.113,0.083
7562,0.8338,0.834,0.07,0.096
7563,-0.8519,0.787,0.121,0.092
7564,-0.6705,0.854,0.116,0.03
7565,-0.3612,0.831,0.1,0.068
7566,-0.9845,0.678,0.216,0.106
7567,-0.2884,0.838,0.085,0.077
7568,-0.9991,0.838,0.103,0.059
7569,-0.9993,0.835,0.107,0.058
7570,-0.9993,0.835,0.107,0.058
7571,-0.7783,0.836,0.164,0.0
7572,-0.6448,0.898,0.079,0.023
7573,0.9236,0.889,0.039,0.072
7574,-0.6908,0.879,0.098,0.023
7575,0.9891,0.855,0.049,0.097
7576,0.9891,0.855,0.049,0.097
7577,-0.1779,0.869,0.068,0.063
7578,-0.8268,0.786,0.148,0.066
7579,-0.3612,0.827,0.095,0.078
7580,-0.7783,0.836,0.164,0.0
7581,0.9984,0.789,0.052,0.158
7582,0.9445,0.878,0.031,0.091
7583,0.9999,0.809,0.043,0.148
7584,0.6231,0.793,0.092,0.115
7585,0.948,0.888,0.028,0.084
7586,-0.4528,0.853,0.095,0.052
7587,0.5244,0.797,0.095,0.109
7588,0.5423,0.758,0.106,0.136
7589,-0.372,0.817,0.107,0.076
7590,0.7082,0.733,0.109,0.158
7591,0.9768,0.598,0.088,0.314
7592,0.9576,0.812,0.071,0.117
7593,-0.5106,0.769,0.165,0.066
7594,-0.6597,0.89,0.086,0.023
7595,-0.0516,0.745,0.146,0.109
7596,0.7062,0.736,0.114,0.151
7597,-0.2942,0.701,0.191,0.108
7598,0.3182,0.776,0.11,0.114
7599,0.1531,0.786,0.11,0.105
7600,0.9246,0.752,0.075,0.173
7601,-0.1531,0.816,0.09,0.093
7602,-0.7115,0.861,0.115,0.024
7603,0.6124,0.816,0.082,0.102
7604,0.7622,0.85,0.062,0.088
7605,0.9814,0.762,0.046,0.192
7606,-0.7861,0.832,0.118,0.05
7607,-0.9886,0.775,0.174,0.051
7608,0.9854,0.763,0.064,0.174
7609,0.9976,0.828,0.03,0.142
7610,0.9374,0.817,0.066,0.117
7611,-0.3071,0.901,0.061,0.038
7612,0.9852,0.856,0.063,0.082
7613,-0.5255,0.775,0.16,0.065
7614,-0.7757,0.86,0.093,0.047
7615,0.875,0.882,0.048,0.069
7616,0.6981,0.83,0.07,0.1
7617,-0.9884,0.722,0.259,0.019
7618,-0.8553,0.823,0.148,0.029
7619,0.9544,0.75,0.065,0.185
7620,-0.7184,0.841,0.132,0.027
7621,-0.5308,0.744,0.127,0.129
7622,-0.9929,0.713,0.258,0.029
7623,-0.9217,0.857,0.111,0.032
7624,-0.9595,0.857,0.143,0.0
7625,-0.9809,0.831,0.132,0.037
7626,0.886,0.884,0.036,0.079
7627,-0.91,0.777,0.155,0.068
7628,-0.91,0.771,0.159,0.07
7629,-0.7003,0.862,0.097,0.042
7630,-0.6705,0.892,0.085,0.022
7631,-0.5994,0.864,0.091,0.045
7632,-0.3818,0.876,0.07,0.054
7633,-0.7783,0.804,0.196,0.0
7634,-0.7783,0.804,0.196,0.0
7635,-0.7783,0.86,0.14,0.0
7636,-0.7782,0.809,0.115,0.076
7637,0.822,0.87,0.044,0.086
7638,-0.8472,0.874,0.081,0.045
7639,-0.8472,0.878,0.078,0.044
7640,0.9462,0.8,0.094,0.106
7641,-0.7184,0.849,0.089,0.061
7642,-0.2103,0.818,0.094,0.088
7643,-0.7128,0.818,0.15,0.032
7644,0.9724,0.803,0.045,0.152
7645,-0.7783,0.82,0.18,0.0
7646,0.9683,0.659,0.09,0.251
7647,-0.0258,0.844,0.083,0.073
7648,-0.6966,0.865,0.107,0.028
7649,-0.7783,0.83,0.17,0.0
7650,0.1548,0.811,0.092,0.097
7651,-0.632,0.875,0.076,0.049
7652,0.9599,0.764,0.063,0.173
7653,0.8969,0.808,0.054,0.138
7654,-0.7987,0.881,0.085,0.034
7655,-0.9688,0.744,0.196,0.06
7656,-0.9231,0.908,0.092,0.0
7657,0.9953,0.862,0.034,0.105
7658,-0.6476,0.82,0.138,0.042
7659,-0.7783,0.836,0.164,0.0
7660,0.8845,0.867,0.055,0.078
7661,-0.9194,0.885,0.105,0.01
7662,-0.9559,0.855,0.145,0.0
7663,0.999,0.805,0.054,0.141
7664,-0.7845,0.862,0.102,0.036
7665,0.7088,0.785,0.084,0.131
7666,-0.3818,0.883,0.073,0.043
7667,-0.6908,0.786,0.173,0.041
7668,-0.6908,0.794,0.166,0.04
7669,-0.6908,0.786,0.173,0.041
7670,-0.7184,0.791,0.174,0.036
7671,0.9413,0.841,0.042,0.117
7672,0.9588,0.849,0.034,0.117
7673,-0.1531,0.737,0.154,0.109
7674,0.9958,0.792,0.049,0.159
7675,0.9349,0.755,0.086,0.158
7676,-0.1549,0.81,0.104,0.086
7677,-0.9872,0.755,0.126,0.119
7678,-0.296,0.848,0.087,0.065
7679,0.9693,0.833,0.041,0.125
7680,0.9693,0.833,0.041,0.125
7681,-0.5574,0.8,0.117,0.083
7682,-0.99,0.794,0.163,0.043
7683,-0.836,0.838,0.117,0.045
7684,0.9821,0.867,0.041,0.093
7685,-0.9511,0.919,0.07,0.011
7686,-0.7003,0.894,0.086,0.02
7687,-0.7717,0.796,0.168,0.035
7688,-0.8973,0.804,0.196,0.0
7689,-0.7992,0.848,0.137,0.015
7690,-0.9946,0.786,0.128,0.087
7691,0.4019,0.78,0.106,0.114
7692,-0.7783,0.83,0.17,0.0
7693,-0.7783,0.839,0.161,0.0
7694,-0.6486,0.832,0.131,0.037
7695,0.879,0.804,0.096,0.1
7696,0.9481,0.798,0.071,0.131
7697,-0.7219,0.894,0.085,0.021
7698,-0.9967,0.802,0.104,0.094
7699,-0.991,0.836,0.106,0.058
7700,-0.4472,0.839,0.104,0.057
7701,-0.6705,0.873,0.101,0.026
7702,-0.8689,0.85,0.15,0.0
7703,0.4389,0.708,0.132,0.16
7704,0.8453,0.808,0.096,0.096
7705,-0.7059,0.884,0.093,0.023
